objectid,subject,format,filename,CO_LOC_RES,NTEEC,NAICS,title,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,RULEDATE15,RULEDATE15,RULEMONTH,date,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP,GZIP5
8404201506,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,712120,JOHN COLTRANE HOUSE,JOHN COLTRANE HOUSE,,,1431 FITZWATER STREET,PHILADELPHIA,PA,19146-2227,19146,,,,,,,HTTP://WWW.JOHNCOLTRANEHOUSE.ORG/,201306,0,0,0,1431 FITZWATER ST,PHILADELPHIA,PA,201108,201108,08,2011,-75.16697,39.94211,1431 FITZWATER ST,PHILADELPHIA,PA,19146-2227,19146
8404201528,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,,WOODLANDS TRUST FOR HISTORIC PRESERVATION,WOODLANDS TRUST FOR HISTORIC PRESERVATION,,,4000 WOODLAND AVE,PHILADELPHIA,PA,19104-4560,19104,,,,,,,,201403,5,500144,500144,4000 WOODLAND AVE,PHILADELPHIA,PA,199810,199810,10,1998,-75.20397,39.94892,4000 WOODLAND AVE,PHILADELPHIA,PA,19104-4560,19104
8404201529,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,,EASTERN STATE PENITENTIARY HISTORIC SITE,EASTERN STATE PENITENTIARY HISTORIC SITE INC,EASTERN STATE PENITENTIARY HISTORIC SITE,,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,19130-2610,19130,,,,,,2155646377,HTTP://WWW.EASTERNSTATE.ORG,201312,7,7023206,4782773,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,199901,199901,01,1999,-75.17085,39.96735,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,19130-2610,19130
8404201543,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A84,,EAST FALLS HISTORICAL SOCIETY,EAST FALLS HISTORICAL SOCIETY,,,3304 W QUEEN LANE,PHILADELPHIA,PA,19129,19129,,,,,,2158488396,HTTP://EASTFALLSHISTORICALSOCIETY.COM,201404,0,0,0,3304 W QUEEN LN,PHILADELPHIA,PA,200604,200604,04,2006,-75.18782,40.01506,3304 W QUEEN LN,PHILADELPHIA,PA,19129-1410,19129
8404201551,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,,USS OLYMPIA,FRIENDS OF THE CRUISER OLYMPIA INC,,,TWO PENN CENTER PLAZA STE 200,PHILADELPHIA,PA,19102-1754,19102,,,,,,,,,,,,,,,,,,,-75.16508,39.95351,TWO PENN CENTER PLAZA STE 200,PHILADELPHIA,PA,19102-1754,19102
8404201555,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,712120,KELPUIS SOCIETY,KELPUIS SOCIETY,,,PO BOX 15775,PHILADELPHIA,PA,19103-0775,19103,,,,,,,HTTP://KELPIUS.ORG/,201412,0,0,0,PO BOX 15775,PHILADELPHIA,PA,200607,200607,07,2006,-75.17835,39.94712,PO BOX 15775,PHILADELPHIA,PA,19103-0775,19103
8404201556,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,813410,WASHINGTON WEST SQUARE HISTORIC DISTRICT,WASHINGTON WEST SQUARE HISTORIC DISTRICT,,,345 SOUTH CAMAC STREET,PHILADELPHIA,PA,19107-5941,19107,,,,,,,,201412,0,0,0,345 S CAMAC ST,PHILADELPHIA,PA,200702,200702,02,2007,-75.16197,39.9454,345 S CAMAC ST,PHILADELPHIA,PA,19107-5941,19107
8404201594,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A54,813410,INDIAN RIVER COMMUNITY ASSOCIATION,INDIAN RIVER COMMUNITY ASSOCIATION INC,,,303 CHERRY ST,PHILADELPHIA,PA,19106-1803,19106,,,,,,,,,0,,,303 CHERRY ST,PHILADELPHIA,PA,201310,201310,10,2013,-75.14555,39.95326,303 CHERRY ST,PHILADELPHIA,PA,19106-1803,19106
8404201599,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,,QUESTERS,QUESTERS INC,,,210 S QUINCE ST,PHILADELPHIA,PA,19107-5534,19107,,,,,,2159235183,HTTP://WWW.QUESTERS1944.ORG,201405,4,339793,336704,210 S QUINCE ST,PHILADELPHIA,PA,196703,196703,03,1967,-75.15994,39.9483,210 S QUINCE ST,PHILADELPHIA,PA,19107-5534,19107
8404201606,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A82,,HISTORIAL SOCIETY OF DEL TW HFB,HISTORIAL SOCIETY OF DEL TW HFB,,,1600 MARKET ST TAX DEAPARTMENT,PHILADELPHIA,PA,19103-7240,19103,,,,,,,,201312,4,278589,68922,1600 MARKET ST TAX DEAPA,PHILADELPHIA,PA,197306,197306,06,1973,-75.17835,39.94712,1600 MARKET ST TAX DEAPA,PHILADELPHIA,PA,19103-7240,19103
8404201667,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A99,712110,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,,,2601 BEN FRANKLIN PARKWAY,PHILADELPHIA,PA,19130,19130,,,,,,2156847990,HTTP://WWW.PHILAMUSEUM.ORG/,201406,0,0,0,201 W EVERGREEN AVE APT,PHILADELPHIA,PA,201210,201210,10,2012,-75.20656,40.0777,201 W EVERGREEN AVE APT,PHILADELPHIA,PA,19118-3830,19118
8404201685,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,712120,FAIRMOUNT WATER WORKS,FUND FOR THE WATER WORKS,,FAIRMOUNT WATER WORKS,PO BOX 21601,PHILADELPHIA,PA,19131-0901,19131,640 WATERWORKS DR,PHILADELPHIA,PA,19131-0901,19131,2156850723,HTTP://FAIRMOUNTWATERWORKS.ORG/SUPPORT/,201312,3,40148,40148,PO BOX 21601,PHILADELPHIA,PA,199804,199804,04,1998,-75.18616,39.9708,640 WATERWORKS DR,PHILADELPHIA,PA,19131-0901,19131
8404201729,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,INDEPENDENCE NATIONAL HISTORICAL PARK,INDEPENDENCE NATIONAL HISTORICAL PARK,,,143 S 3RD STREET,PHILADELPHIA,PA,19106,19106,,,,,,2155979373,,,,,,,,,,,,,-75.14607,39.94796,143 S 3RD STREET,PHILADELPHIA,PA,19106,19106
8404000351,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,CHOCTAW MUSEUM,CHOCTAW MUSEUM,,,101 INDUSTRIAL RD,PHILADELPHIA,MS,74743,74743,101 INDUSTRIAL RD,PHILADELPHIA,MS,74743,74743,6016501685,,201212,0,0,0,,,,198409,198409,09,1984,-89.21031,32.78391,101 INDUSTRIAL RD,PHILADELPHIA,MS,,
8404200035,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,STENTON MUSEUM,STENTON MUSEUM,,,4601 NORTH 18TH STREET,PHILADELPHIA,PA,19140-1026,19140,,,,,,2153297312,HTTP://STENTON.ORG/,,,,,,,,,,,,-75.15451,40.02379,4601 NORTH 18TH STREET,PHILADELPHIA,PA,19140-1026,19140
8404200068,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,RODIN MUSEUM,RODIN MUSEUM,,,BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103,2154 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103,2157638100,HTTP://WWW.RODINMUSEUM.ORG/,,,,,,,,,,,,-75.17835,39.94712,2154 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103
8404200095,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,ROSENBACH MUSEUM & LIBRARY,ROSENBACH MUSEUM & LIBRARY,,,2010 DELANCEY PLACE,PHILADELPHIA,PA,19103-6584,19103,,,,,,,,,,,,,,,,,,,-75.17501,39.94728,2010 DELANCEY PLACE,PHILADELPHIA,PA,19103-6584,19103
8404200114,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,NATIONAL MUSEUM OF MURALS AND MOSAICS,NATIONAL MUSEUM OF MURALS AND MOSAICS,,,748 S FRONT ST,PHILADELPHIA,PA,19147,19147,,,,,,2159238891,,,,,,,,,,,,,-75.14466,39.93866,748 S FRONT ST,PHILADELPHIA,PA,19147,19147
8404200123,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,NEW AFRICA CENTER,NEW AFRICA CENTER,,,4243 LANCASTER AVE,PHILADELPHIA,PA,19104,19104,,,,,,2152220520,,,,,,,,,,,,,-75.20876,39.96744,4243 LANCASTER AVE,PHILADELPHIA,PA,19104,19104
8404200128,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,MUTTER MUSEUM,MUTTER MUSEUM,,,19 S 22ND STREET,PHILADELPHIA,PA,19103,19103,,,,,,2155633737,HTTP://WWW.COLLEGEOFPHYSICIANS.ORG/,,,,,,,,,,,,-75.1767,39.95343,19 S 22ND STREET,PHILADELPHIA,PA,19103,19103
8404200129,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B82,813410,MARIO LANZA INSTITUTE,MARIO LANZA INSTITUTE,,,712 MONTROSE ST,PHILADELPHIA,PA,19147,19147,,,,,,2153340529,,201312,3,42465,20350,712 MONTROSE ST,PHILADELPHIA,PA,198903,198903,03,1989,-75.15611,39.93765,712 MONTROSE ST,PHILADELPHIA,PA,19147-3944,19147
8404200161,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,JIC HOLOCAUST AWARENESS MUSEUM,JIC HOLOCAUST AWARENESS MUSEUM,,,10100 JAMISON AVE,PHILADELPHIA,PA,19116,19116,,,,,,2154644701,HTTP://WWW.HOLOCAUSTAWARENESSMUSEUM.ORG,,,,,,,,,,,,-75.02123,40.10054,10100 JAMISON AVE,PHILADELPHIA,PA,19116,19116
8404200205,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,FRANKLIN INSTITUTE DISCOVERY CAMP,FRANKLIN INSTITUTE DISCOVERY CAMP,,,20 BENJ FRANKLIN PKWY,PHILADELPHIA,PA,19102,19102,222 NORTH 20TH STREET,PHILADELPHIA,PA,19102,19102,2154481200,HTTPS://WWW.FI.EDU/DISCOVERY-CAMP-PROGRAMS,,,,,,,,,,,,-75.1724,39.95775,222 NORTH 20TH STREET,PHILADELPHIA,PA,19102,19102
8404200214,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,FAIRMONT HORTICULTURAL CENTER,FAIRMONT HORTICULTURAL CENTER,,,100 N HORTICULTURAL DR,PHILADELPHIA,PA,19131,19131,,,,,,2156850096,,,,,,,,,,,,,-75.22455,39.98741,100 N HORTICULTURAL DR,PHILADELPHIA,PA,19131,19131
8404200219,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B80,813219,CENTER FOR THE HISTORY OF FOOTCARE & FOOTWEAR,TEMPLE UNIVERSITY SCHOOL OF PODIATRIC MEDICINE FOUNDATION,,,PENNSYLVANIA COLLEGE OF PODIATRIC MEDICINE 8TH STREET AT RACE,PHILADELPHIA,PA,19107,19107,148 NORTH 8TH STREET,PHILADELPHIA,PA,19107,19107,8002203338,HTTP://PODIATRY.TEMPLE.EDU/,201406,3,39228,38431,EIGHTH AND RACE STREETS,PHILADELPHIA,PA,199907,199907,07,1999,-75.15297,39.95431,148 NORTH 8TH STREET,PHILADELPHIA,PA,19107,19107
8404200242,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,CIVIL WAR LIBRARY AND MUSEUM,CIVIL WAR LIBRARY AND MUSEUM,,,1805 PINE ST,PHILADELPHIA,PA,19103,19103,,,,,,2157358196,,,,,,,,,,,,,-75.17197,39.94662,1805 PINE ST,PHILADELPHIA,PA,19103,19103
8404200252,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,CEDAR GROVE MUSEUM,CEDAR GROVE MUSEUM,,,LANSDOWNE DR,PHILADELPHIA,PA,19121,19121,,,,,,2157638112,,,,,,,,,,,,,-75.17157,39.9791,LANSDOWNE DR,PHILADELPHIA,PA,19121,19121
8404200258,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,BENJAMIN FRANKLIN TERCENTENARY,BENJAMIN FRANKLIN TERCENTENARY,,,1320 LOCUST ST,PHILADELPHIA,PA,19107,19107,135 SOUTH 18TH STREET,PHILADELPHIA,PA,19107,19107,2155453870,,,,,,,,,,,,,-75.17061,39.95035,135 SOUTH 18TH STREET,PHILADELPHIA,PA,19107,19107
8404200273,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,ARCHITECTURAL ARCHIVES,ARCHITECTURAL ARCHIVES,,,UNIV OF PA 102 MEYERSON HALL,PHILADELPHIA,PA,19104-6311,19104,220 SOUTH 34TH STREET,PHILADELPHIA,PA,19104-6311,19104,2158988323,HTTPS://WWW.DESIGN.UPENN.EDU/ARCHITECTURAL-ARCHIVES/ABOUT,,,,,,,,,,,,-75.19265,39.95212,220 SOUTH 34TH STREET,PHILADELPHIA,PA,19104-6311,19104
8404200276,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,ATWATER KENT MUSEUM PA,ATWATER KENT MUSEUM PA,,,3500 SCOTTS LN,PHILADELPHIA,PA,19129,19129,,,,,,2158431713,,,,,,,,,,,,,-75.18758,40.00699,3500 SCOTTS LN,PHILADELPHIA,PA,19129,19129
8404200286,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,N99,712110,PHILADELPHIA SPORTS HALL OF FAME,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,,,919 N 5TH ST,PHILADELPHIA,PA,19123-1401,19123,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123,2152545049,HTTP://WWW.PHILLYHALL.ORG/CONTACT.ASP,201312,3,71271,71271,410 WAVERLY RD,WYNCOTE,PA,200304,200304,04,2003,-75.01812,40.07572,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123
8404200291,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A40,710000,SLOUGHT FOUNDATION,SLOUGHT FOUNDATION,,,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104,,,,,,2157014627,HTTPS://SLOUGHT.ORG/,201410,2,23520,23520,4017 WALNUT ST,PHILADELPHIA,PA,200308,200308,08,2003,-75.20294,39.95424,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104
8404200422,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A20,624410,WOOD TURNING CENTER,CENTER FOR ART IN WOOD INC,WOOD TURNING CENTER,,501 VINE ST,PHILADELPHIA,PA,19106-1002,19106,,,,,,2159238000,HTTP://WWW.WOODTURNINGCENTER.ORG,201312,6,2855420,2773641,141 N 3RD ST,PHILADELPHIA,PA,198704,198704,04,1987,-75.14494,39.95308,141 N 3RD ST,PHILADELPHIA,PA,19106-1913,19106
8404200428,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A58,712110,SAFE MUSEUM,FREDERICK A SIMEONE M D FOUNDATION INC,,,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153,,,,,,2153657233,,201311,6,4152574,,6825 NORWITCH DR,PHILADELPHIA,PA,199804,199804,04,1998,-75.22643,39.90961,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153
8404200431,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,B70,514120,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106,,,,,,2159252688,HTTP://WWW.PHILAATHENAEUM.ORG,201406,6,2286038,1934169,219 S 6TH ST,PHILADELPHIA,PA,192708,192708,08,1927,-75.15119,39.94681,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106
8404200451,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A80,813110,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123,,,,,,2156276747,HTTP://WWW.RODEPHSHALOM.ORG,,0,,,615 N BROAD ST,PHILADELPHIA,PA,193507,193507,07,1935,-75.16067,39.96378,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123
8404200457,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A56,611000,WAGNER FREE INSTITUTE OF SCIENCE,WAGNER FREE INSTITUTE OF SCIENCE,,,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,19121-3227,19121,,,,,,2157636529,HTTP://WWW.WAGNERFREEINSTITUTE.ORG,201312,5,976503,735802,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,191803,191803,03,1918,-75.16317,39.98085,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,19121-3227,19121
8404200484,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,INDEPENDENCE SEAPORT MUSEUM,INDEPENDENCE SEAPORT MUSEUM,,,211 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-3101,19106,,,,,,2154138655,HTTP://WWW.PHILLYSEAPORT.ORG,201312,6,4795407,2518072,211 S COLUMBUS BLVD,PHILADELPHIA,PA,196104,196104,04,1961,-75.14213,39.94463,211 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-3101,19106
8404200502,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,,AFRICAN AMERICAN MUSEUM IN PHILADELPHIA,AFRICAN AMERICAN MUSEUM IN,,,701 ARCH STREET,PHILADELPHIA,PA,32963-1807,19106,,,,,,2155740830,HTTP://WWW.AAMPMUSEUM.ORG,201306,6,2102723,1974380,NW CORNER 7TH ARCH STS,PHILADELPHIA,PA,197512,197512,12,1975,-75.14765,39.94998,NW CORNER 7TH ARCH STS,PHILADELPHIA,PA,19106-0000,19106
8404200503,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A23,710000,TALLER PUERTORRIQUENO,TALLER PUERTORRIQUENO INC,,,2721 N 5TH ST,PHILADELPHIA,PA,19133-2702,19133,,,,,,2154263311,HTTP://TALLERPR.ORG/,201306,5,737262,730685,2721 N 5TH ST,PHILADELPHIA,PA,197806,197806,06,1978,-75.13998,39.99261,2721 N 5TH ST,PHILADELPHIA,PA,19133-2702,19133
8404200508,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,MUMMERS MUSEUM,MUMMERS MUSEUM,,,1100 S 2ND ST,PHILADELPHIA,PA,19147-5411,19147,,,,,,2153363050,HTTP://MUMMERSMUSEUM.COM/,201312,4,184642,159292,1100 S 2ND ST,PHILADELPHIA,PA,197505,197505,05,1975,-75.1474,39.93364,1100 S 2ND ST,PHILADELPHIA,PA,19147-5411,19147
8404200530,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,J22,624310,FABRIC WORKSHOP,THE FABRIC WORKSHOP AND MUSEUM,FABRIC WORKSHOP,,1315 CHERRY ST 5TH FL,PHILADELPHIA,PA,19107-2013,19107,1214 ARCH ST,PHILADELPHIA,PA,19107-2013,19107,2155681111,HTTP://WWW.FABRICWORKSHOPANDMUSEUM.ORG,201309,6,2367909,1897889,1214 ARCH ST,PHILADELPHIA,PA,197708,197708,08,1977,-75.16066,39.95376,1214 ARCH ST,PHILADELPHIA,PA,19107-2013,19107
8404200542,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A40,710000,CONSERVATION CENTER FOR ART & HISTORIC ARTIFACTS,CONSERVATION CENTER FOR ART AND HISTORIC ARTIFACTS,,,100 N INDEPENDENCE MALL,PHILADELPHIA,PA,19106-1521,19106,264 SOUTH 23RD STREET,PHILADELPHIA,PA,19106-1521,19106,2155450613,HTTP://WWW.CCAHA.ORG,201312,6,2940233,2925364,264 S 23RD ST,PHILADELPHIA,PA,197712,197712,12,1977,-75.17915,39.94949,264 SOUTH 23RD STREET,PHILADELPHIA,PA,19106-1521,19106
8404200651,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,PHILADELPHIA POLICE MEMORIAL MUSEUM,PHILADELPHIA POLICE MEMORIAL MUSEUM ASSOCIATION,,,6044 TULIP STREET,PHILADELPHIA,PA,19135,19135,,,,,,,,201503,0,0,0,6044 TULIP ST,PHILADELPHIA,PA,198905,198905,05,1989,-75.05682,40.01622,6044 TULIP ST,PHILADELPHIA,PA,19135-4222,19135
8404200664,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,PHILADELPHIA DOLL MUSEUM,PHILADELPHIA DOLL MUSEUM,,,2253 N BROAD STREET,PHILADELPHIA,PA,19132-4540,19132,,,,,,2157870220,HTTP://PHILADOLLMUSEUM.COM,201206,0,0,0,2253 N BROAD ST 1 FL,PHILADELPHIA,PA,199901,199901,01,1999,-75.15543,39.98765,2253 N BROAD ST 1 FL,PHILADELPHIA,PA,19132-4540,19132
8404200685,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,514120,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,THE MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107,2159881973,,201312,6,3102070,3054998,1 N BROAD ST,PHILA,PA,199009,199009,09,1990,-75.16324,39.95331,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107
8404200687,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A20,712110,COSACOSA ART AT LARGE,COSACOSA ART AT LARGE INC,,,4427 MAIN ST,PHILADELPHIA,PA,19127-1325,19127,,,,,,2154872354,HTTP://WWW.COSACOSA.ORG,201409,4,189883,189883,4427 MAIN ST,PHILADELPHIA,PA,199012,199012,12,1990,-75.22556,40.02648,4427 MAIN ST,PHILADELPHIA,PA,19127-1325,19127
8404200782,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,,PHILADELPHIA AIR & SPACE MUSEUM,PHILADELPHIA AIR & SPACE MUSEUM,,,1125 WALNUT ST,PHILADELPHIA,PA,19107,19107,,,,,,,,,,,,,,,,,,,-75.15981,39.94905,1125 WALNUT ST,PHILADELPHIA,PA,19107,19107
8404200871,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,ACES MUSEUM HONORING BLACK & MINORITY VETERANS OF WWII,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS &,ACES MUSEUM HONORING BLACK AND MINORITY VETERANS OF WORLD WAR II,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS & F,5501 GERMANTOWN AVENUE,PHILADELPHIA,PA,19144,19144,,,,,,2158441683,,201312,1,6800,6800,PO BOX 9959,PHILADELPHIA,PA,200211,200211,11,2002,-75.20317,40.07268,PO BOX 9959,PHILADELPHIA,PA,19118-0959,19118
8404200874,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,TIBERINO MUSEUM,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,3819 HAMILTON STREET,PHILADELPHIA,PA,19104-2315,19104,,,,,,,,201408,0,0,0,3819 HAMILTON ST,PHILADELPHIA,PA,200206,200206,06,2002,-75.19802,39.96163,3819 HAMILTON ST,PHILADELPHIA,PA,19104-2315,19104
8404200895,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,A50,712110,LEST WE FORGET BLACK HOLOCAUST MUSEUM,LEST WE FORGET BLACK HOLOCAUST MUSEUM,LEST WE FORGET BLACK HOLOCAUST MUSEUM OF SLAVERY,,1064 SWALLOW DR,CHERRY HILL,PA,19134,19134,3650 RICHMOND STREET,PHILADELPHIA,PA,19134,19134,,HTTP://LWFSM.COM/,201312,0,0,0,39 PEREGRINE DR,VOORHEES,NJ,200301,200301,01,2003,-75.09152,39.98835,3650 RICHMOND STREET,PHILADELPHIA,PA,19134,19134
8404200916,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,MARIANI ITALIAN AMERICAN MUSEUM AND INSTITUTE,MARIANI ITALIAN AMERICAN MUSEUM AND INSTITUTE,,,2615 S 18TH ST,PHILADELPHIA,PA,19145,19145,,,,,,,,,,,,,,,,,,,-75.17739,39.9183,2615 S 18TH ST,PHILADELPHIA,PA,19145,19145
