objectid,subject,format,filename,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,title,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8404200933,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,236253966,,A82,791092851,,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,,321 S 4TH ST,PHILADELPHIA,PA,19106-4218,19106,,,,,,2159252251,HTTP://WWW.BELLMUSEUM.UMN.EDU/,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,201309,6,1410391,1355777,321 S 4TH ST,PHILADELPHIA,PA,193205,,,,,-75.14847,39.94442,2,2,1,42,101,321 S 4TH ST,PHILADELPHIA,PA,19106-4218,19106,1,1,1,1,1,0,0,0,
8404200934,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,236278542,,A82,621394733,,AMERICAN CATHOLIC HISTORICAL SOCIETY,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,263 S 4TH ST,PHILADELPHIA,PA,19106-3819,19106,,,,,,2159255752,HTTP://WWW.AMCHS.ORG,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,201312,4,126963,91105,263 S 4TH ST,PHILADELPHIA,PA,196007,,,,,-75.14827,39.9453,2,2,1,42,101,263 S 4TH ST,PHILADELPHIA,PA,19106-3819,19106,1,1,0,0,0,0,0,0,
8404200942,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,236296560,,,,,HISTORICAL SOCIETY OF FRANKFORD,HISTORICAL SOCIETY OF FRANKFORD,HISTORICAL SOCIETY OF FRANKFORD,,1507 ORTHODOX ST,PHILADELPHIA,PA,19124-3605,19124,,,,,,2157436030,HTTP://THEHISTORICALSOCIETYOFFRANKFORD.ORG,HISTORICAL SOCIETY OF FRANKFORD,201312,2,10097,,1507 ORTHODOX ST,PHILADELPHIA,PA,195806,,,,,-75.0867,40.01565,2,2,1,42,101,1507 ORTHODOX ST,PHILADELPHIA,PA,19124-3605,19124,1,1,0,0,1,0,0,0,
8404201046,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,237393771,,A82,131089666,712190,JOHN BARTRAM ASSOCIATION,JOHN BARTRAM ASSOCIATION,,,54TH & LINDBERGH BLVD,PHILADELPHIA,PA,19143,19143,,,,,,2157295281,HTTP://BARTRAMSGARDEN.ORG/,JOHN BARTRAM ASSOCIATION,201406,6,1749922,1396052,54TH LINDBERGH BLVD,PHILADELPHIA,PA,197502,,,,,-75.22507,39.94557,2,2,1,42,,54TH LINDBERGH BLVD,PHILADELPHIA,PA,19143-0000,19143,1,1,0,1,0,0,0,0,
8404201384,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,256019000,,A80,,712120,PHILADELPHIA FOUNTAIN SOCIETY,PHILADELPHIA FOUNTAIN SOCIETY,,,255 S 7TH ST,PHILADELPHIA,PA,19106-4135,19106,,,,,,,,PHILADELPHIA FOUNTAIN SOCIETY,201312,5,861873,4169,255 S 7TH ST,PHILADELPHIA,PA,200202,,,,,-75.15301,39.94587,2,2,1,42,101,255 S 7TH ST,PHILADELPHIA,PA,19106-4135,19106,1,1,0,0,0,0,0,0,
8404201428,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,261556929,,A50,,710000,PHILADLEPHIA ASSOCIATION OF BLACK SPORTS AND CULTURE,PHILADELPHIA ASSOCIATION OF BLACK SPORTS & CULTURE,,PHILADELPHIA ASSOCIATION OF BLACK SPORTS & CULTURE,1732 SUMNEYTOWN PI,LOWER GWYNED,PA,19002-1200,19002,,,,,,,HTTP://PHILA-BLACK-SPORTS.ORG/,PHILADELPHIA ASSOCIATION OF BLACK SPORTS & CULTURE,201412,0,0,0,27600,PHILADELPHIA,PA,201302,,,,,-75.20317,40.07268,2,2,1,42,,27600,PHILADELPHIA,PA,19118-0000,19118,1,1,0,0,0,0,0,0,
8404201477,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,271473451,,A80,,813311,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,,,110 S 20TH STREET 1ST FLOOR,PHILADELPHIA,PA,19103-4486,19103,,,,,,,,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,201212,0,0,0,110 S 20TH STREET 1ST FL,PHILADELPHIA,PA,201108,,,,,-75.17382,39.95161,2,2,1,42,101,110 S 20TH STREET 1ST FL,PHILADELPHIA,PA,19103-4486,19103,1,1,0,0,0,0,0,0,
8404201501,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,274515789,,A82,,,FIRST TROOP PHILADELPHIA CITY CAVALRY,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,22 S 23RD ST,PHILADELPHIA,PA,19103-3004,19103,,,,,,,,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,201312,4,225938,220118,22 S 23RD ST,PHILADELPHIA,PA,201107,,,,,-75.17855,39.95325,2,2,1,42,101,22 S 23RD ST,PHILADELPHIA,PA,19103-3004,19103,1,1,0,0,1,0,0,0,
8404201506,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,275414441,,A80,,712120,JOHN COLTRANE HOUSE,JOHN COLTRANE HOUSE,,,1431 FITZWATER STREET,PHILADELPHIA,PA,19146-2227,19146,,,,,,,HTTP://WWW.JOHNCOLTRANEHOUSE.ORG/,JOHN COLTRANE HOUSE,201306,0,0,0,1431 FITZWATER ST,PHILADELPHIA,PA,201108,,,,,-75.16697,39.94211,2,2,1,42,101,1431 FITZWATER ST,PHILADELPHIA,PA,19146-2227,19146,1,1,0,0,0,0,0,0,
8404201528,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,311609803,,A80,,,WOODLANDS TRUST FOR HISTORIC PRESERVATION,WOODLANDS TRUST FOR HISTORIC PRESERVATION,,,4000 WOODLAND AVE,PHILADELPHIA,PA,19104-4560,19104,,,,,,,,WOODLANDS TRUST FOR HISTORIC PRESERVATION,201403,5,500144,500144,4000 WOODLAND AVE,PHILADELPHIA,PA,199810,,,,,-75.20397,39.94892,2,2,1,42,101,4000 WOODLAND AVE,PHILADELPHIA,PA,19104-4560,19104,1,1,1,0,1,0,0,0,
8404201529,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,311627155,,A80,928119270,,EASTERN STATE PENITENTIARY HISTORIC SITE,EASTERN STATE PENITENTIARY HISTORIC SITE INC,EASTERN STATE PENITENTIARY HISTORIC SITE,,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,19130-2610,19130,,,,,,2155646377,HTTP://WWW.EASTERNSTATE.ORG,EASTERN STATE PENITENTIARY HISTORIC SITE INC,201312,7,7023206,4782773,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,199901,,,,,-75.17085,39.96735,2,2,1,42,101,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,19130-2610,19130,1,1,1,0,1,0,0,0,
8404201543,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,341998024,,A84,827925533,,EAST FALLS HISTORICAL SOCIETY,EAST FALLS HISTORICAL SOCIETY,,,3304 W QUEEN LANE,PHILADELPHIA,PA,19129,19129,,,,,,2158488396,HTTP://EASTFALLSHISTORICALSOCIETY.COM,EAST FALLS HISTORICAL SOCIETY,201404,0,0,0,3304 W QUEEN LN,PHILADELPHIA,PA,200604,,,,,-75.18782,40.01506,2,2,1,42,101,3304 W QUEEN LN,PHILADELPHIA,PA,19129-1410,19129,1,1,0,0,0,0,0,0,
8404201551,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,364672043,,A80,,,USS OLYMPIA,FRIENDS OF THE CRUISER OLYMPIA INC,,,TWO PENN CENTER PLAZA STE 200,PHILADELPHIA,PA,19102-1754,19102,,,,,,,,,,,,,,,,,,,,,-75.16508,39.95351,2,2,1,42,101,TWO PENN CENTER PLAZA STE 200,PHILADELPHIA,PA,19102-1754,19102,0,1,0,0,0,0,0,0,
8404201555,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,412136579,,A80,,712120,KELPUIS SOCIETY,KELPUIS SOCIETY,,,PO BOX 15775,PHILADELPHIA,PA,19103-0775,19103,,,,,,,HTTP://KELPIUS.ORG/,KELPUIS SOCIETY,201412,0,0,0,PO BOX 15775,PHILADELPHIA,PA,200607,,,,,-75.17835,39.94712,2,2,1,42,101,PO BOX 15775,PHILADELPHIA,PA,19103-0775,19103,1,1,0,0,0,0,0,0,
8404201556,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,412194088,,A80,,813410,WASHINGTON WEST SQUARE HISTORIC DISTRICT,WASHINGTON WEST SQUARE HISTORIC DISTRICT,,,345 SOUTH CAMAC STREET,PHILADELPHIA,PA,19107-5941,19107,,,,,,,,WASHINGTON WEST SQUARE HISTORIC DISTRICT,201412,0,0,0,345 S CAMAC ST,PHILADELPHIA,PA,200702,,,,,-75.16197,39.9454,2,2,1,42,101,345 S CAMAC ST,PHILADELPHIA,PA,19107-5941,19107,1,1,0,0,0,0,0,0,
8404201594,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,463041928,,A54,,813410,INDIAN RIVER COMMUNITY ASSOCIATION,INDIAN RIVER COMMUNITY ASSOCIATION INC,,,303 CHERRY ST,PHILADELPHIA,PA,19106-1803,19106,,,,,,,,INDIAN RIVER COMMUNITY ASSOCIATION INC,,0,,,303 CHERRY ST,PHILADELPHIA,PA,201310,,,,,-75.14555,39.95326,2,2,1,42,101,303 CHERRY ST,PHILADELPHIA,PA,19106-1803,19106,1,1,0,0,0,0,0,0,
8404201599,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,510244501,,A80,,,QUESTERS,QUESTERS INC,,,210 S QUINCE ST,PHILADELPHIA,PA,19107-5534,19107,,,,,,2159235183,HTTP://WWW.QUESTERS1944.ORG,QUESTERS INC,201405,4,339793,336704,210 S QUINCE ST,PHILADELPHIA,PA,196703,,,,,-75.15994,39.9483,2,2,1,42,101,210 S QUINCE ST,PHILADELPHIA,PA,19107-5534,19107,1,1,0,0,0,0,0,0,
8404201606,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,516010408,,A82,,,HISTORIAL SOCIETY OF DEL TW HFB,HISTORIAL SOCIETY OF DEL TW HFB,,,1600 MARKET ST TAX DEAPARTMENT,PHILADELPHIA,PA,19103-7240,19103,,,,,,,,HISTORIAL SOCIETY OF DEL TW HFB,201312,4,278589,68922,1600 MARKET ST TAX DEAPA,PHILADELPHIA,PA,197306,,,,,-75.17835,39.94712,2,2,1,42,101,1600 MARKET ST TAX DEAPA,PHILADELPHIA,PA,19103-7240,19103,1,1,0,0,0,0,0,0,
8404201667,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,800790131,,A99,,712110,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,,,2601 BEN FRANKLIN PARKWAY,PHILADELPHIA,PA,19130,19130,,,,,,2156847990,HTTP://WWW.PHILAMUSEUM.ORG/,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,201406,0,0,0,201 W EVERGREEN AVE APT,PHILADELPHIA,PA,201210,,,,,-75.20656,40.0777,2,2,1,42,101,201 W EVERGREEN AVE APT,PHILADELPHIA,PA,19118-3830,19118,1,1,0,0,1,0,0,0,
8404201685,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,911882472,,A80,,712120,FAIRMOUNT WATER WORKS,FUND FOR THE WATER WORKS,,FAIRMOUNT WATER WORKS,PO BOX 21601,PHILADELPHIA,PA,19131-0901,19131,640 WATERWORKS DR,PHILADELPHIA,PA,19131-0901,19131,2156850723,HTTP://FAIRMOUNTWATERWORKS.ORG/SUPPORT/,FUND FOR THE WATER WORKS,201312,3,40148,40148,PO BOX 21601,PHILADELPHIA,PA,199804,,,,,-75.18616,39.9708,2,2,1,42,101,640 WATERWORKS DR,PHILADELPHIA,PA,19131-0901,19131,1,1,0,1,0,0,0,0,
8404201729,HSC,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,INDEPENDENCE NATIONAL HISTORICAL PARK,INDEPENDENCE NATIONAL HISTORICAL PARK,,,143 S 3RD STREET,PHILADELPHIA,PA,19106,19106,,,,,,2155979373,,,,,,,,,,,,,,,-75.14607,39.94796,2,2,1,42,101,143 S 3RD STREET,PHILADELPHIA,PA,19106,19106,0,0,0,0,0,0,0,1,NPS
8404000351,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,731222114,,A50,,712110,CHOCTAW MUSEUM,CHOCTAW MUSEUM,,,101 INDUSTRIAL RD,PHILADELPHIA,MS,74743,74743,101 INDUSTRIAL RD,PHILADELPHIA,MS,74743,74743,6016501685,,CHOCTAW MUSEUM,201212,0,0,0,,,,198409,,,,,-89.21031,32.78391,3,5,4,28,99,101 INDUSTRIAL RD,PHILADELPHIA,MS,,,1,1,0,0,0,1,0,0,
8404200035,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,STENTON MUSEUM,STENTON MUSEUM,,,4601 NORTH 18TH STREET,PHILADELPHIA,PA,19140-1026,19140,,,,,,2153297312,HTTP://STENTON.ORG/,,,,,,,,,,,,,,-75.15451,40.02379,2,2,1,42,101,4601 NORTH 18TH STREET,PHILADELPHIA,PA,19140-1026,19140,0,0,1,0,0,0,0,0,
8404200068,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,232298383,,,,,RODIN MUSEUM,RODIN MUSEUM,,,BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103,2154 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103,2157638100,HTTP://WWW.RODINMUSEUM.ORG/,,,,,,,,,,,,,,-75.17835,39.94712,2,2,1,42,,2154 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103,0,0,0,0,1,0,0,0,
8404200095,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,ROSENBACH MUSEUM & LIBRARY,ROSENBACH MUSEUM & LIBRARY,,,2010 DELANCEY PLACE,PHILADELPHIA,PA,19103-6584,19103,,,,,,,,,,,,,,,,,,,,,-75.17501,39.94728,2,2,1,42,101,2010 DELANCEY PLACE,PHILADELPHIA,PA,19103-6584,19103,0,0,1,0,0,0,0,0,
8404200114,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,NATIONAL MUSEUM OF MURALS AND MOSAICS,NATIONAL MUSEUM OF MURALS AND MOSAICS,,,748 S FRONT ST,PHILADELPHIA,PA,19147,19147,,,,,,2159238891,,,,,,,,,,,,,,,-75.14466,39.93866,2,2,1,42,101,748 S FRONT ST,PHILADELPHIA,PA,19147,19147,0,0,0,0,1,0,0,0,
8404200123,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,NEW AFRICA CENTER,NEW AFRICA CENTER,,,4243 LANCASTER AVE,PHILADELPHIA,PA,19104,19104,,,,,,2152220520,,,,,,,,,,,,,,,-75.20876,39.96744,2,2,1,42,101,4243 LANCASTER AVE,PHILADELPHIA,PA,19104,19104,0,0,0,0,1,0,0,0,
8404200128,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,MUTTER MUSEUM,MUTTER MUSEUM,,,19 S 22ND STREET,PHILADELPHIA,PA,19103,19103,,,,,,2155633737,HTTP://WWW.COLLEGEOFPHYSICIANS.ORG/,,,,,,,,,,,,,,-75.1767,39.95343,2,2,1,42,101,19 S 22ND STREET,PHILADELPHIA,PA,19103,19103,0,0,1,0,1,0,0,0,
8404200129,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,232142021,,B82,,813410,MARIO LANZA INSTITUTE,MARIO LANZA INSTITUTE,,,712 MONTROSE ST,PHILADELPHIA,PA,19147,19147,,,,,,2153340529,,MARIO LANZA INSTITUTE,201312,3,42465,20350,712 MONTROSE ST,PHILADELPHIA,PA,198903,,,,,-75.15611,39.93765,2,2,1,42,101,712 MONTROSE ST,PHILADELPHIA,PA,19147-3944,19147,1,0,0,0,1,0,0,0,
8404200161,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,JIC HOLOCAUST AWARENESS MUSEUM,JIC HOLOCAUST AWARENESS MUSEUM,,,10100 JAMISON AVE,PHILADELPHIA,PA,19116,19116,,,,,,2154644701,HTTP://WWW.HOLOCAUSTAWARENESSMUSEUM.ORG,,,,,,,,,,,,,,-75.02123,40.10054,2,2,1,42,101,10100 JAMISON AVE,PHILADELPHIA,PA,19116,19116,0,0,0,0,1,0,0,0,
8404200205,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,FRANKLIN INSTITUTE DISCOVERY CAMP,FRANKLIN INSTITUTE DISCOVERY CAMP,,,20 BENJ FRANKLIN PKWY,PHILADELPHIA,PA,19102,19102,222 NORTH 20TH STREET,PHILADELPHIA,PA,19102,19102,2154481200,HTTPS://WWW.FI.EDU/DISCOVERY-CAMP-PROGRAMS,,,,,,,,,,,,,,-75.1724,39.95775,2,2,1,42,101,222 NORTH 20TH STREET,PHILADELPHIA,PA,19102,19102,0,0,0,0,1,1,0,0,
8404200214,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,FAIRMONT HORTICULTURAL CENTER,FAIRMONT HORTICULTURAL CENTER,,,100 N HORTICULTURAL DR,PHILADELPHIA,PA,19131,19131,,,,,,2156850096,,,,,,,,,,,,,,,-75.22455,39.98741,2,2,1,42,,100 N HORTICULTURAL DR,PHILADELPHIA,PA,19131,19131,0,0,0,0,1,0,0,0,
8404200219,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,232967792,,B80,,813219,CENTER FOR THE HISTORY OF FOOTCARE & FOOTWEAR,TEMPLE UNIVERSITY SCHOOL OF PODIATRIC MEDICINE FOUNDATION,,,PENNSYLVANIA COLLEGE OF PODIATRIC MEDICINE 8TH STREET AT RACE,PHILADELPHIA,PA,19107,19107,148 NORTH 8TH STREET,PHILADELPHIA,PA,19107,19107,8002203338,HTTP://PODIATRY.TEMPLE.EDU/,TEMPLE UNIVERSITY SCHOOL OF PODIATRIC MEDICINE FOUNDATION,201406,3,39228,38431,EIGHTH AND RACE STREETS,PHILADELPHIA,PA,199907,,,,,-75.15297,39.95431,2,2,1,42,101,148 NORTH 8TH STREET,PHILADELPHIA,PA,19107,19107,1,0,1,0,0,0,0,0,
8404200242,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,CIVIL WAR LIBRARY AND MUSEUM,CIVIL WAR LIBRARY AND MUSEUM,,,1805 PINE ST,PHILADELPHIA,PA,19103,19103,,,,,,2157358196,,,,,,,,,,,,,,,-75.17197,39.94662,2,2,1,42,101,1805 PINE ST,PHILADELPHIA,PA,19103,19103,0,0,0,0,1,0,0,0,
8404200252,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,CEDAR GROVE MUSEUM,CEDAR GROVE MUSEUM,,,LANSDOWNE DR,PHILADELPHIA,PA,19121,19121,,,,,,2157638112,,,,,,,,,,,,,,,-75.17157,39.9791,2,2,1,42,101,LANSDOWNE DR,PHILADELPHIA,PA,19121,19121,0,0,0,0,1,0,0,0,
8404200258,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,BENJAMIN FRANKLIN TERCENTENARY,BENJAMIN FRANKLIN TERCENTENARY,,,1320 LOCUST ST,PHILADELPHIA,PA,19107,19107,135 SOUTH 18TH STREET,PHILADELPHIA,PA,19107,19107,2155453870,,,,,,,,,,,,,,,-75.17061,39.95035,2,2,1,42,101,135 SOUTH 18TH STREET,PHILADELPHIA,PA,19107,19107,0,0,0,0,1,0,0,0,
8404200273,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,ARCHITECTURAL ARCHIVES,ARCHITECTURAL ARCHIVES,,,UNIV OF PA 102 MEYERSON HALL,PHILADELPHIA,PA,19104-6311,19104,220 SOUTH 34TH STREET,PHILADELPHIA,PA,19104-6311,19104,2158988323,HTTPS://WWW.DESIGN.UPENN.EDU/ARCHITECTURAL-ARCHIVES/ABOUT,,,,,,,,,,,,,,-75.19265,39.95212,2,2,1,42,101,220 SOUTH 34TH STREET,PHILADELPHIA,PA,19104-6311,19104,0,0,1,0,0,0,0,0,
8404200276,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,,,,,,ATWATER KENT MUSEUM PA,ATWATER KENT MUSEUM PA,,,3500 SCOTTS LN,PHILADELPHIA,PA,19129,19129,,,,,,2158431713,,,,,,,,,,,,,,,-75.18758,40.00699,2,2,1,42,101,3500 SCOTTS LN,PHILADELPHIA,PA,19129,19129,0,0,0,0,1,0,0,0,
8404200286,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,10690382,,N99,,712110,PHILADELPHIA SPORTS HALL OF FAME,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,,,919 N 5TH ST,PHILADELPHIA,PA,19123-1401,19123,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123,2152545049,HTTP://WWW.PHILLYHALL.ORG/CONTACT.ASP,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,201312,3,71271,71271,410 WAVERLY RD,WYNCOTE,PA,200304,,,,,-75.01812,40.07572,2,2,1,42,101,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123,1,1,0,0,1,0,0,0,
8404200291,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,10754956,,A40,826851961,710000,SLOUGHT FOUNDATION,SLOUGHT FOUNDATION,,,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104,,,,,,2157014627,HTTPS://SLOUGHT.ORG/,SLOUGHT FOUNDATION,201410,2,23520,23520,4017 WALNUT ST,PHILADELPHIA,PA,200308,,,,,-75.20294,39.95424,2,2,1,42,101,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104,1,1,0,0,1,0,0,0,
8404200422,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,222806780,,A20,785711789,624410,WOOD TURNING CENTER,CENTER FOR ART IN WOOD INC,WOOD TURNING CENTER,,501 VINE ST,PHILADELPHIA,PA,19106-1002,19106,,,,,,2159238000,HTTP://WWW.WOODTURNINGCENTER.ORG,CENTER FOR ART IN WOOD INC,201312,6,2855420,2773641,141 N 3RD ST,PHILADELPHIA,PA,198704,,,,,-75.14494,39.95308,2,2,1,42,101,141 N 3RD ST,PHILADELPHIA,PA,19106-1913,19106,1,1,1,0,1,0,0,0,
8404200428,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,223483147,,A58,15010330,712110,SAFE MUSEUM,FREDERICK A SIMEONE M D FOUNDATION INC,,,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153,,,,,,2153657233,,FREDERICK A SIMEONE M D FOUNDATION INC,201311,6,4152574,,6825 NORWITCH DR,PHILADELPHIA,PA,199804,,,,,-75.22643,39.90961,2,2,1,42,101,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153,1,1,0,0,1,0,0,0,
8404200431,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,231352027,,B70,30302400,514120,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106,,,,,,2159252688,HTTP://WWW.PHILAATHENAEUM.ORG,ATHENAEUM OF PHILADELPHIA,201406,6,2286038,1934169,219 S 6TH ST,PHILADELPHIA,PA,192708,,,,,-75.15119,39.94681,2,2,1,42,101,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106,1,1,1,0,1,1,0,0,
8404200451,GMU,image/jpeg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_01.jpg,231365228,,A80,,813110,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123,,,,,,2156276747,HTTP://WWW.RODEPHSHALOM.ORG,RODEPH SHALOM CONGREGATION,,0,,,615 N BROAD ST,PHILADELPHIA,PA,193507,,,,,-75.16067,39.96378,2,2,1,42,101,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123,1,1,0,0,1,0,0,0,
